paragraph_no,compound_name,iupac_name,inchi,smiles,has_structure_fig,other_info,opsin_smiles,opsin_inchi,pubchem_smiles,pubchem_inchi,cir_smiles,cir_inchi,selected_inchi,selected_count,selected_sources
[0824],Compound 96,7-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)heptyl decanoate,,,False,,C(CCCCCCCCC)(=O)OCCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-21-28-35-43(47)49-41-32-25-18-24-31-38-45(39-40-46)37-30-23-17-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",,,CCCCCCCCCC(=O)OCCCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C44H87NO5/c1-4-7-10-13-16-21-28-35-43(47)49-41-32-25-18-24-31-38-45(39-40-46)37-30-23-17-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3","InChI=1/C44H87NO5/c1-4-7-10-13-16-21-28-35-43(47)49-41-32-25-18-24-31-38-45(39-40-46)37-30-23-17-22-29-36-44(48)50-42(33-26-19-14-11-8-5-2)34-27-20-15-12-9-6-3/h42,46H,4-41H2,1-3H3",2,OPSIN;CIR
[0828],X9. Compound 98,8-((8-(Heptadecan-9-yloxy)-8-oxooctyl)(2-hydroxyethyl)amino)octan-2-yl decanoate,,,False,,C(CCCCCCCCC)(=O)OC(C)CCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C45H89NO5/c1-5-8-11-14-17-21-29-36-44(48)50-42(4)33-26-23-25-32-39-46(40-41-47)38-31-24-18-22-30-37-45(49)51-43(34-27-19-15-12-9-6-2)35-28-20-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3",,"InChI=1S/C45H89NO5/c1-5-8-11-14-17-21-29-36-44(48)50-42(4)33-26-23-25-32-39-46(40-41-47)38-31-24-18-22-30-37-45(49)51-43(34-27-19-15-12-9-6-2)35-28-20-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3",CCCCCCCCCC(=O)OC(C)CCCCCCN(CCO)CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC,"InChI=1/C45H89NO5/c1-5-8-11-14-17-21-29-36-44(48)50-42(4)33-26-23-25-32-39-46(40-41-47)38-31-24-18-22-30-37-45(49)51-43(34-27-19-15-12-9-6-2)35-28-20-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3","InChI=1/C45H89NO5/c1-5-8-11-14-17-21-29-36-44(48)50-42(4)33-26-23-25-32-39-46(40-41-47)38-31-24-18-22-30-37-45(49)51-43(34-27-19-15-12-9-6-2)35-28-20-16-13-10-7-3/h42-43,47H,5-41H2,1-4H3",2,OPSIN;CIR
[0848],Compound 101,Heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,CN1CCN(CC1)CCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",,"InChI=1S/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCN1CCN(C)CC1,"InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3","InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",2,OPSIN;CIR
[0856],Compound 103,Heptadecan-9-yl 8-((2-(4-methylpiperazin-1-yl)ethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"molecular formula C49H97N3O4, molecular weight 792.33 g/mol",CN1CCN(CC1)CCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",,"InChI=1S/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCN1CCN(C)CC1,"InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3","InChI=1/C49H97N3O4/c1-5-8-11-14-17-26-33-46-55-48(53)36-29-22-18-24-31-38-51(44-45-52-42-40-50(4)41-43-52)39-32-25-19-23-30-37-49(54)56-47(34-27-20-15-12-9-6-2)35-28-21-16-13-10-7-3/h47H,5-46H2,1-4H3",2,OPSIN;CIR
[0864],Compound 108,Heptadecan-9-yl 8-((3-acetamidopropyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,C(C)(=O)NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C47H92N2O5/c1-5-8-11-14-17-26-33-43-53-46(51)37-29-22-18-24-31-40-49(42-34-39-48-44(4)50)41-32-25-19-23-30-38-47(52)54-45(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h45H,5-43H2,1-4H3,(H,48,50)/f/h48H",,"InChI=1S/C47H92N2O5/c1-5-8-11-14-17-26-33-43-53-46(51)37-29-22-18-24-31-40-49(42-34-39-48-44(4)50)41-32-25-19-23-30-38-47(52)54-45(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h45H,5-43H2,1-4H3,(H,48,50)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(C)=O,"InChI=1/C47H92N2O5/c1-5-8-11-14-17-26-33-43-53-46(51)37-29-22-18-24-31-40-49(42-34-39-48-44(4)50)41-32-25-19-23-30-38-47(52)54-45(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h45H,5-43H2,1-4H3,(H,48,50)/f/h48H","InChI=1/C47H92N2O5/c1-5-8-11-14-17-26-33-43-53-46(51)37-29-22-18-24-31-40-49(42-34-39-48-44(4)50)41-32-25-19-23-30-38-47(52)54-45(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h45H,5-43H2,1-4H3,(H,48,50)/f/h48H",2,OPSIN;CIR
[0868],Compound 109,Heptadecan-9-yl 8-((3-(methylsulfonamido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,CS(=O)(=O)NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C46H92N2O6S/c1-5-8-11-14-17-26-33-43-53-45(49)37-29-22-18-24-31-40-48(42-34-39-47-55(4,51)52)41-32-25-19-23-30-38-46(50)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44,47H,5-43H2,1-4H3",,"InChI=1S/C46H92N2O6S/c1-5-8-11-14-17-26-33-43-53-45(49)37-29-22-18-24-31-40-48(42-34-39-47-55(4,51)52)41-32-25-19-23-30-38-46(50)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44,47H,5-43H2,1-4H3",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN[S](C)(=O)=O,"InChI=1/C46H92N2O6S/c1-5-8-11-14-17-26-33-43-53-45(49)37-29-22-18-24-31-40-48(42-34-39-47-55(4,51)52)41-32-25-19-23-30-38-46(50)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44,47H,5-43H2,1-4H3","InChI=1/C46H92N2O6S/c1-5-8-11-14-17-26-33-43-53-45(49)37-29-22-18-24-31-40-48(42-34-39-47-55(4,51)52)41-32-25-19-23-30-38-46(50)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44,47H,5-43H2,1-4H3",2,OPSIN;CIR
[0872],Compound 110,"Heptadecan-9-yl 8-((3-(3,3-dimethylureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,,CN(C(NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)=O)C,"InChI=1/C48H95N3O5/c1-6-9-12-15-18-27-34-44-55-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(54)50(4)5)42-33-26-20-24-31-39-47(53)56-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,54)/f/h49H",,"InChI=1S/C48H95N3O5/c1-6-9-12-15-18-27-34-44-55-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(54)50(4)5)42-33-26-20-24-31-39-47(53)56-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,54)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)N(C)C,"InChI=1/C48H95N3O5/c1-6-9-12-15-18-27-34-44-55-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(54)50(4)5)42-33-26-20-24-31-39-47(53)56-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,54)/f/h49H","InChI=1/C48H95N3O5/c1-6-9-12-15-18-27-34-44-55-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(54)50(4)5)42-33-26-20-24-31-39-47(53)56-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,54)/f/h49H",2,OPSIN;CIR
[0876],Compound 111,"Heptadecan-9-yl 8-((3-(3,3-dimethylthioureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,,CN(C(NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)=S)C,"InChI=1/C48H95N3O4S/c1-6-9-12-15-18-27-34-44-54-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(56)50(4)5)42-33-26-20-24-31-39-47(53)55-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,56)/f/h49H",,"InChI=1S/C48H95N3O4S/c1-6-9-12-15-18-27-34-44-54-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(56)50(4)5)42-33-26-20-24-31-39-47(53)55-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,56)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)N(C)C,"InChI=1/C48H95N3O4S/c1-6-9-12-15-18-27-34-44-54-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(56)50(4)5)42-33-26-20-24-31-39-47(53)55-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,56)/f/h49H","InChI=1/C48H95N3O4S/c1-6-9-12-15-18-27-34-44-54-46(52)38-30-23-19-25-32-41-51(43-35-40-49-48(56)50(4)5)42-33-26-20-24-31-39-47(53)55-45(36-28-21-16-13-10-7-2)37-29-22-17-14-11-8-3/h45H,6-44H2,1-5H3,(H,49,56)/f/h49H",2,OPSIN;CIR
[0880],Compound 112,Heptadecan-9-yl 8-((3-(3-methylureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,Product of the reaction described. MS (APCI): m/z (MH+) 810.7. LC/UV (202 nm): RT=9.89 min.,CNC(NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)=O,"InChI=1/C47H93N3O5/c1-5-8-11-14-17-26-33-43-54-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(53)48-4)41-32-25-19-23-30-38-46(52)55-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,53)/f/h48-49H",,"InChI=1S/C47H93N3O5/c1-5-8-11-14-17-26-33-43-54-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(53)48-4)41-32-25-19-23-30-38-46(52)55-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,53)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=O)NC,"InChI=1/C47H93N3O5/c1-5-8-11-14-17-26-33-43-54-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(53)48-4)41-32-25-19-23-30-38-46(52)55-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,53)/f/h48-49H","InChI=1/C47H93N3O5/c1-5-8-11-14-17-26-33-43-54-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(53)48-4)41-32-25-19-23-30-38-46(52)55-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,53)/f/h48-49H",2,OPSIN;CIR
[0884],Compound 113,Heptadecan-9-yl 8-((3-(3-methylthioureido)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,"Colorless oil (320 mg, 70%)",CNC(NCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)=S,"InChI=1/C47H93N3O4S/c1-5-8-11-14-17-26-33-43-53-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(55)48-4)41-32-25-19-23-30-38-46(52)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,55)/f/h48-49H",,"InChI=1S/C47H93N3O4S/c1-5-8-11-14-17-26-33-43-53-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(55)48-4)41-32-25-19-23-30-38-46(52)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,55)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCNC(=S)NC,"InChI=1/C47H93N3O4S/c1-5-8-11-14-17-26-33-43-53-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(55)48-4)41-32-25-19-23-30-38-46(52)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,55)/f/h48-49H","InChI=1/C47H93N3O4S/c1-5-8-11-14-17-26-33-43-53-45(51)37-29-22-18-24-31-40-50(42-34-39-49-47(55)48-4)41-32-25-19-23-30-38-46(52)54-44(35-27-20-15-12-9-6-2)36-28-21-16-13-10-7-3/h44H,5-43H2,1-4H3,(H2,48,49,55)/f/h48-49H",2,OPSIN;CIR
[0888],XX15. Compound 114,"Heptadecan-9-yl 8-((3-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,"MS (APCI): m/z (MH+) 796.7. 1H NMR (300 MHz, CDCl3) δ: ppm 4.85 (p, 1H, J=6.0 Hz); 4.04 (t, 2H, J=6.6 Hz); 3.51 (bs, 2H); 2.93 (bs, 3H); 2.52 (t, 2H, J=6.0 Hz); 2.41 (t, 4H, J=7.8 Hz); 2.31-2.23 (m, 4H); 1.68-1.17 (m, 66H); 0.86 (m, 9H).",O=C1N(C=CC(N1)=O)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C49H91N3O6/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-51(41-33-42-52-43-38-46(53)50-49(52)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H,50,53,56)/f/h50H",,"InChI=1S/C49H91N3O6/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-51(41-33-42-52-43-38-46(53)50-49(52)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H,50,53,56)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN1C=CC(=O)NC1=O,"InChI=1/C49H91N3O6/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-51(41-33-42-52-43-38-46(53)50-49(52)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H,50,53,56)/f/h50H","InChI=1/C49H91N3O6/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-51(41-33-42-52-43-38-46(53)50-49(52)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H,50,53,56)/f/h50H",2,OPSIN;CIR
[0892],Compound 115,Heptadecan-9-yl 8-((3-(4-amino-2-oxopyrimidin-1(2H)-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,NC1=NC(N(C=C1)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC)=O,"InChI=1/C49H92N4O5/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-52(41-33-42-53-43-38-46(50)51-49(53)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H2,50,51,56)/f/h50H2",,"InChI=1S/C49H92N4O5/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-52(41-33-42-53-43-38-46(50)51-49(53)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H2,50,51,56)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCN1C=CC(=NC1=O)N,"InChI=1/C49H92N4O5/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-52(41-33-42-53-43-38-46(50)51-49(53)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H2,50,51,56)/f/h50H2","InChI=1/C49H92N4O5/c1-4-7-10-13-16-25-32-44-57-47(54)36-28-21-17-23-30-39-52(41-33-42-53-43-38-46(50)51-49(53)56)40-31-24-18-22-29-37-48(55)58-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h38,43,45H,4-37,39-42,44H2,1-3H3,(H2,50,51,56)/f/h50H2",2,OPSIN;CIR
[0896],Compound 116,Heptadecan-9-yl 8-((3-(6-amino-9H-purin-9-yl)propyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate,,,False,,NC1=C2N=CN(C2=NC=N1)CCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C50H92N6O4/c1-4-7-10-13-16-25-32-42-59-46(57)36-28-21-17-23-30-38-55(40-33-41-56-44-54-48-49(51)52-43-53-50(48)56)39-31-24-18-22-29-37-47(58)60-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43-45H,4-42H2,1-3H3,(H2,51,52,53)/f/h51H2",,"InChI=1S/C50H92N6O4/c1-4-7-10-13-16-25-32-42-59-46(57)36-28-21-17-23-30-38-55(40-33-41-56-44-54-48-49(51)52-43-53-50(48)56)39-31-24-18-22-29-37-47(58)60-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43-45H,4-42H2,1-3H3,(H2,51,52,53)",CCCCCCCCCOC(=O)CCCCCCCN(CCCCCCCC(=O)OC(CCCCCCCC)CCCCCCCC)CCCn1cnc2c(N)ncnc12,"InChI=1/C50H92N6O4/c1-4-7-10-13-16-25-32-42-59-46(57)36-28-21-17-23-30-38-55(40-33-41-56-44-54-48-49(51)52-43-53-50(48)56)39-31-24-18-22-29-37-47(58)60-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43-45H,4-42H2,1-3H3,(H2,51,52,53)/f/h51H2","InChI=1/C50H92N6O4/c1-4-7-10-13-16-25-32-42-59-46(57)36-28-21-17-23-30-38-55(40-33-41-56-44-54-48-49(51)52-43-53-50(48)56)39-31-24-18-22-29-37-47(58)60-45(34-26-19-14-11-8-5-2)35-27-20-15-12-9-6-3/h43-45H,4-42H2,1-3H3,(H2,51,52,53)/f/h51H2",2,OPSIN;CIR
[0900],Compound 118,"3,4-Dipentylphenyl 8-((2-hydroxyethyl)(8-(nonyloxy)-8-oxooctyl)amino)octanoate",,,False,,OCCN(CCCCCCCC(=O)OC1=CC(=C(C=C1)CCCCC)CCCCC)CCCCCCCC(=O)OCCCCCCCCC,"InChI=1/C43H77NO5/c1-4-7-10-11-12-19-26-37-48-42(46)29-22-15-13-17-24-33-44(35-36-45)34-25-18-14-16-23-30-43(47)49-41-32-31-39(27-20-8-5-2)40(38-41)28-21-9-6-3/h31-32,38,45H,4-30,33-37H2,1-3H3",,"InChI=1S/C43H77NO5/c1-4-7-10-11-12-19-26-37-48-42(46)29-22-15-13-17-24-33-44(35-36-45)34-25-18-14-16-23-30-43(47)49-41-32-31-39(27-20-8-5-2)40(38-41)28-21-9-6-3/h31-32,38,45H,4-30,33-37H2,1-3H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)Oc1ccc(CCCCC)c(CCCCC)c1,"InChI=1/C43H77NO5/c1-4-7-10-11-12-19-26-37-48-42(46)29-22-15-13-17-24-33-44(35-36-45)34-25-18-14-16-23-30-43(47)49-41-32-31-39(27-20-8-5-2)40(38-41)28-21-9-6-3/h31-32,38,45H,4-30,33-37H2,1-3H3","InChI=1/C43H77NO5/c1-4-7-10-11-12-19-26-37-48-42(46)29-22-15-13-17-24-33-44(35-36-45)34-25-18-14-16-23-30-43(47)49-41-32-31-39(27-20-8-5-2)40(38-41)28-21-9-6-3/h31-32,38,45H,4-30,33-37H2,1-3H3",2,OPSIN;CIR
[0928],Compound 119,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(4-pentylphenoxy)octyl)amino)octanoate,,,False,"Colorless oil (80 mg). LC/UV (214 nm): RT=10.23 min. MS (APCI): m/z (MH+) 688.6. 1H NMR (300 MHz, CDCl3) δ: ppm 7.11 (d, 1H, J=8.0 Hz); 6.84-6.77 (m, 2H); 4.04 (t, 2H, J=6.6 Hz); 3.51 (t, 2H, J=5.5 Hz); 2.60-2.38 (m, 12H); 2.28 (t, 2H, J=7.4 Hz); 1.79-1.19 (m, 37H); 0.92-0.82 (m, 9H).",OCCN(CCCCCCCC(=O)OCCCCCCCCC)CCCCCCCC(OC1=CC=C(C=C1)CCCCC)=O,"InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h26-29,40H,3-25,30-34H2,1-2H3",,"InChI=1S/C38H67NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h26-29,40H,3-25,30-34H2,1-2H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)Oc1ccc(CCCCC)cc1,"InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h26-29,40H,3-25,30-34H2,1-2H3","InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-34-43-37(41)24-18-12-10-14-20-30-39(32-33-40)31-21-15-11-13-19-25-38(42)44-36-28-26-35(27-29-36)23-17-6-4-2/h26-29,40H,3-25,30-34H2,1-2H3",2,OPSIN;CIR
[0936],Compound 120,Nonyl 8-((2-hydroxyethyl)(8-oxo-8-(3-pentylphenoxy)octyl)amino)octanoate,,,False,colorless oil,OCCN(CCCCCCCC(=O)OCCCCCCCCC)CCCCCCCC(OC1=CC(=CC=C1)CCCCC)=O,"InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-33-43-37(41)27-18-12-10-14-20-29-39(31-32-40)30-21-15-11-13-19-28-38(42)44-36-26-23-25-35(34-36)24-17-6-4-2/h23,25-26,34,40H,3-22,24,27-33H2,1-2H3",,"InChI=1S/C38H67NO5/c1-3-5-7-8-9-16-22-33-43-37(41)27-18-12-10-14-20-29-39(31-32-40)30-21-15-11-13-19-28-38(42)44-36-26-23-25-35(34-36)24-17-6-4-2/h23,25-26,34,40H,3-22,24,27-33H2,1-2H3",CCCCCCCCCOC(=O)CCCCCCCN(CCO)CCCCCCCC(=O)Oc1cccc(CCCCC)c1,"InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-33-43-37(41)27-18-12-10-14-20-29-39(31-32-40)30-21-15-11-13-19-28-38(42)44-36-26-23-25-35(34-36)24-17-6-4-2/h23,25-26,34,40H,3-22,24,27-33H2,1-2H3","InChI=1/C38H67NO5/c1-3-5-7-8-9-16-22-33-43-37(41)27-18-12-10-14-20-29-39(31-32-40)30-21-15-11-13-19-28-38(42)44-36-26-23-25-35(34-36)24-17-6-4-2/h23,25-26,34,40H,3-22,24,27-33H2,1-2H3",2,OPSIN;CIR
